"","VCF0006","VCF0006a","VCF0009x","VCF0010x","VCF0011x","VCF0009y","VCF0009z","VCF0010z","VCF0011z","VCF0017","VCF0018a","VCF0018b","VCF0050a","VCF0050b","VCF0070a","VCF0070b","VCF0071c","VCF0071d","VCF0072a","VCF0072b","VCF0101","VCF0102","VCF0103","VCF0104","VCF0105a","VCF0105b","VCF0106","VCF0107","VCF0108","VCF0110","VCF0112","VCF0113","VCF0114","VCF0116","VCF0118","VCF0127","VCF0127a","VCF0127b","VCF0128","VCF0130","VCF0130a","VCF0140","VCF0140a","VCF0143","VCF0146","VCF0147","VCF0148","VCF0148a","VCF0149","VCF0150","VCF0152","VCF0156","VCF0157","VCF0205","VCF0206","VCF0207","VCF0209","VCF0210","VCF0211","VCF0212","VCF0214","VCF0217","VCF0218","VCF0223","VCF0224","VCF0227","VCF0228","VCF0232","VCF0233","VCF0234","VCF0253","VCF0290","VCF0291","VCF0301","VCF0302","VCF0303","VCF0305","VCF0310","VCF0346","VCF0349","VCF0358","VCF0359","VCF0360","VCF0361","VCF0370","VCF0371","VCF0372","VCF0373","VCF0374","VCF0380","VCF0386","VCF0392","VCF0412","VCF0413","VCF0414","VCF0415","VCF0424","VCF0425","VCF0426","VCF0427","VCF0428","VCF0447","VCF0450","VCF0451","VCF0471","VCF0475","VCF0481","VCF0487","VCF0493","VCF0501","VCF0502","VCF0502a","VCF0503","VCF0504","VCF0605","VCF0606","VCF0609","VCF0613","VCF0624","VCF0648","VCF0649","VCF0656","VCF0700","VCF0702","VCF0703","VCF0704","VCF0704a","VCF0705","VCF0706","VCF0707","VCF0708","VCF0709","VCF0710","VCF0712","VCF0713","VCF0714","VCF0717","VCF0718","VCF0719","VCF0720","VCF0721","VCF0723","VCF0723a","VCF0729","VCF0731","VCF0733","VCF0734","VCF0736","VCF0740","VCF0741","VCF0742","VCF0801","VCF0803","VCF0804","VCF0806","VCF0809","VCF0823","VCF0824","VCF0830","VCF0838","VCF0839","VCF0843","VCF0846","VCF0847","VCF0849","VCF0850","VCF0851","VCF0852","VCF0853","VCF0854","VCF0867","VCF0867a","VCF0870","VCF0871","VCF0872","VCF0876","VCF0876a","VCF0878","VCF0879","VCF0879a","VCF0880","VCF0880a","VCF0881","VCF0886","VCF0887","VCF0888","VCF0890","VCF0894","VCF0900","VCF0900b","VCF0900c","VCF0901a","VCF0901b","VCF0902","VCF0903","VCF0904","VCF0905","VCF0991","VCF0992","VCF1004","VCF1005","VCF1011","VCF1012","VCF1013","VCF1014","VCF1015","VCF1016","VCF9005","VCF9009","VCF9013","VCF9016","VCF9017","VCF9018","VCF9021","VCF9022","VCF9023","VCF9025","VCF9027","VCF9028","VCF9029","VCF9030","VCF9030a","VCF9030b","VCF9030c","VCF9031","VCF9032","VCF9039","VCF9040","VCF9041","VCF9042","VCF9045","VCF9047","VCF9048","VCF9049","VCF9054","VCF9055","VCF9056","VCF9057","VCF9058","VCF9059","VCF9060","VCF9069","VCF9081","VCF9084","VCF9085","VCF9086","VCF9087","VCF9088","VCF9089","VCF9092","VCF9093","VCF9094","VCF9095","VCF9096","VCF9122","VCF9123","VCF9124","VCF9131","VCF9132","VCF9133","VCF9201","VCF9202","VCF9203","VCF9204","VCF9205","VCF9206","VCF9207","VCF9208","VCF9209","VCF9210","VCF9211","VCF9212","VCF9213","VCF9214","VCF9215","VCF9216","VCF9217","VCF9218","VCF9219","VCF9220","VCF9221","VCF9222","VCF9223","VCF9224","VCF9225","VCF9226","VCF9227","VCF9228","VCF9229","VCF9230","VCF9231","VCF9232","VCF9233","VCF9234","VCF9235","VCF9236","VCF9237","VCF9238","VCF9239","VCF9240","VCF9241","VCF9242","VCF9243","VCF9244","VCF9245","VCF9246","VCF9247","VCF9248","VCF9249","VCF9250","VCF9251","VCF9252","VCF9253","VCF9255","VCF9256","VCF9257","VCF9258","VCF9259","VCF9260","VCF9261","VCF9262","VCF9263","VCF9264","VCF9265","VCF9266","VCF9267","VCF9268","VCF9269","VCF9270","VCF9271","VCF9272","VCF9273","VCF9275","VCF9277","VCF9278","VCF9279","VCF9280","VCF9281","VCF9282"
"55879",205,20160205,0.839,0.839,0.839,0,0.781,0.781,0.781,0,0,0,1,1,1,1,1,1,1,1,63,5,4,1,1,1,1,7,2,3,3,1,4,1,1,2,0,0,1,1,0,5,5,1,1,1,4,4,1,10,135,5,5,97,70,70,60,15,0,60,97,70,15,85,60,70,60,50,70,97,15,38,28,6,1,3,3,3,1,2,1,1,2,2,1,2,1,2,5,1,1,1,20,30,58,23,0,30,40,85,0,0,2,4,0,5,1,1,1,2,2,2,1,6,1,1,1,1,1,0,0,0,2,2,3,2,2,2,2,2,0,4,0,4,2,2,1,1,1,1,1,1,1,2,1,2,9,5,2,2,2,79,7,3,7,6,2,0,5,1,1,5,1,3,5,1,1,5,1,3,5,4,3,3,3,1,2,5,3,3,2,3,1,3,3,1,2,3,3,4703,"TN03",47,"TN",21,1,2,2,1,1,2,1,1,1,1,2,50,8,60,5,2,4,2,2,5,5,0,0,2,2,3,3,1,1,1,5,3,2,4,3,5,1,3,3,2,2,82,996,996,996,996,996,2,3,1,1,7,1,1,4,4,4,3,6,5,2,2,1,1,1,1,0,7,2,-9,3,2,0,5,5,5,3,5,1,3,3,2,2,2,3,3,4,2,4,1,3,5,1,1,2,1,-9,3,5,4,2,1,2,1,4,10,0,7,1,2,1,3,1,1,3,4,1,3,4,2,1,2,1,1,1,1,2,-9,-9,2,-9,40,60,100,4,4,2,3,2,3,-9,1,2,1,1
"55880",206,20160206,1.367,1.367,1.367,0,1.284,1.284,1.284,0,0,0,2,3,2,2,1,1,1,1,65,6,4,2,1,1,1,7,2,3,4,2,4,1,1,2,0,0,2,1,1,4,4,1,1,1,9,9,1,10,400,5,5,50,85,85,50,15,30,60,85,85,30,50,60,85,30,50,15,50,15,45,35,7,1,3,4,3,1,2,1,1,2,2,1,2,1,1,5,1,1,1,30,20,43,8,0,0,60,85,0,30,2,4,0,5,1,1,1,2,2,2,1,5,1,1,1,2,2,50,50,0,2,2,3,2,2,2,2,2,2,4,4,1,2,2,2,1,1,1,1,2,2,2,1,2,9,5,2,2,2,64,6,3,7,7,2,0,7,2,1,7,1,3,5,1,2,5,2,2,5,5,5,5,5,1,1,1,5,5,2,3,2,2,2,1,3,3,3,5303,"WA03",53,"WA",21,1,2,2,5,5,2,1,1,1,1,2,19,11,70,5,4,4,1,4,5,1,0,2,2,1,1,7,2,2,2,5,3,5,1,1,5,1,3,1,2,1,12,0,70,0,70,15,4,2,1,1,7,1,1,7,7,7,1,7,5,2,7,3,1,2,1,1,10,1,2,3,2,1,8,5,5,4,5,2,2,3,2,2,2,3,3,3,2,2,1,2,3,1,1,2,1,-9,1,2,4,2,2,4,1,3,9,0,9,-9,2,2,3,3,3,1,5,3,4,5,1,1,1,2,2,2,1,2,-9,-9,1,-9,50,50,50,4,4,4,4,2,1,2,1,1,1,1
"55881",207,20160207,0.525,0.525,0.525,0,0.488,0.488,0.488,0,0,0,3,3,2,2,1,1,1,1,64,5,4,2,1,1,1,7,2,4,3,1,3,1,1,1,11,1,1,3,3,6,6,1,1,2,1,1,4,10,135,5,5,70,40,60,60,70,60,40,85,60,40,50,60,60,40,50,40,40,40,50,40,6,1,3,3,3,1,1,1,1,2,2,2,1,1,1,1,1,1,1,40,50,50,50,40,50,40,50,30,50,2,4,40,5,1,1,1,2,2,2,3,5,1,1,1,2,1,50,0,0,1,2,3,2,2,2,2,2,0,4,0,1,2,2,1,1,1,1,1,1,1,2,5,9,9,5,2,2,2,39,4,2,5,6,2,5,6,4,2,5,1,3,5,2,2,4,2,2,5,5,3,3,3,1,1,1,3,3,3,5,1,3,3,1,1,3,2,4702,"TN02",47,"TN",55,2,0,2,1,5,9,9,1,9,1,6,62,32,60,5,2,4,4,2,1,5,0,0,2,2,1,2,1,2,1,5,3,5,2,2,5,1,1,1,1,2,82,996,996,996,996,996,1,3,2,1,5,2,3,6,6,7,2,7,3,1,1,3,1,2,1,5,6,2,-9,2,3,3,6,3,5,2,4,2,4,1,3,2,2,3,2,3,2,3,1,2,3,1,2,2,2,-9,3,5,3,4,1,2,2,1,5,4,6,1,4,3,1,1,1,1,4,2,3,4,2,1,1,1,2,2,1,2,-9,-9,1,-9,50,50,85,4,6,4,3,2,1,1,1,2,1,2
"55882",208,20160208,2.064,2.064,2.064,0,1.926,1.926,1.926,0,0,0,1,1,2,2,1,1,1,1,24,1,1,1,1,1,1,7,2,4,3,2,4,1,1,2,0,0,4,5,5,6,7,1,2,2,4,4,1,10,998,5,5,50,15,97,50,30,40,70,70,30,50,50,30,40,30,50,0,50,50,40,60,7,1,3,4,3,2,1,2,2,1,2,1,1,2,2,1,1,5,1,30,80,40,60,60,50,0,30,70,40,1,2,60,5,1,1,1,2,2,2,2,6,1,2,1,3,2,25,50,25,1,2,3,1,1,1,1,2,2,2,2,5,1,1,2,1,1,1,1,2,2,2,1,7,1,5,2,2,2,64,6,3,5,5,1,0,4,4,3,5,2,5,5,3,2,4,2,2,5,5,1,2,3,1,2,1,3,3,2,3,2,3,2,2,1,3,5,4005,"OK05",40,"OK",55,2,0,2,1,5,9,9,1,9,1,6,25,12,70,2,1,4,2,2,5,5,0,0,2,2,3,7,2,2,2,5,3,2,3,3,3,1,2,1,3,1,21,997,50,50,997,85,2,4,3,2,5,3,3,7,7,7,1,7,7,5,3,2,1,2,1,3,5,2,-9,2,3,4,2,3,4,2,4,5,5,5,5,2,2,2,1,2,2,4,1,1,2,2,3,1,2,1,3,6,4,2,1,1,2,3,7,2,7,-9,3,2,3,3,3,3,4,2,5,4,2,1,2,2,1,1,1,2,-9,-9,1,-9,50,50,50,1,7,3,7,1,1,2,1,2,1,1
"55883",209,20160209,1.28,1.28,1.28,0,1.193,1.193,1.193,0,0,0,1,2,2,2,1,1,1,1,50,4,3,1,2,2,2,7,2,2,3,1,2,1,1,2,0,0,1,2,2,3,3,5,2,1,4,4,1,10,10,5,5,97,85,85,97,97,85,97,97,85,70,97,50,85,97,0,50,97,97,60,60,3,2,1,2,3,1,1,1,2,1,1,1,1,2,2,1,1,5,1,50,70,78,58,70,85,30,70,85,97,1,1,70,1,1,1,1,2,2,2,4,6,1,1,3,3,3,50,100,0,1,2,3,1,1,1,1,1,0,1,0,3,1,1,1,1,1,1,1,1,1,2,1,0,1,1,2,2,2,55,5,3,1,5,2,5,4,4,4,7,1,3,5,1,2,1,2,3,5,5,1,2,1,1,1,5,3,3,3,4,1,2,1,1,1,3,11,5111,"VA11",51,"VA",55,2,0,2,8,5,9,9,1,9,1,5,3,28,97,1,1,2,5,1,1,1,0,0,1,1,3,7,2,2,2,5,5,1,5,5,1,5,1,1,1,2,81,996,996,996,996,996,9,5,4,4,6,4,4,7,7,7,2,7,5,1,9,3,2,1,2,8,7,1,1,1,2,10,5,1,1,1,5,5,5,5,5,2,1,1,1,2,1,4,2,1,1,1,1,3,1,-9,3,7,4,1,2,5,1,1,-8,-8,-8,1,2,2,3,1,3,3,4,4,1,3,1,2,2,1,2,1,1,2,-9,-9,2,-9,50,85,100,1,4,1,1,3,2,2,1,2,1,1
"55884",210,20160210,1.57,1.57,1.57,0,1.461,1.461,1.461,0,0,0,3,3,2,2,1,1,1,1,23,1,1,2,2,2,2,7,2,2,3,1,4,1,1,2,0,0,1,3,3,3,3,1,2,2,1,1,3,10,120,1,5,85,97,85,70,60,85,60,97,85,70,70,70,85,85,85,60,97,60,70,50,3,4,1,2,3,2,1,2,2,1,1,1,1,2,1,5,5,1,1,68,68,55,55,85,60,50,50,85,50,1,2,85,1,1,1,5,1,9,5,3,5,1,1,2,2,2,100,50,0,7,2,3,0,0,3,4,1,1,0,0,0,0,2,1,1,1,1,1,1,1,1,1,1,0,1,2,2,2,36,4,2,4,3,1,0,4,2,4,3,1,3,5,1,2,2,1,2,5,5,1,1,1,1,1,1,4,5,1,1,2,3,2,1,1,3,7,1307,"GA07",13,"GA",55,2,0,2,1,5,9,9,1,9,2,6,46,13,70,1,1,5,5,1,1,1,0,0,1,2,1,7,2,2,2,5,1,2,3,3,3,1,1,1,1,1,21,85,997,997,85,60,2,5,3,2,5,3,3,1,6,6,2,6,1,2,4,4,2,1,1,7,7,2,-9,2,2,6,5,2,2,2,3,4,5,3,3,2,1,1,1,2,2,2,2,2,3,1,1,3,1,-9,2,4,2,2,2,4,1,2,5,6,3,1,2,2,3,1,1,3,2,2,3,4,2,1,1,1,3,2,1,2,-9,-9,2,-9,85,50,100,4,2,1,1,3,1,2,2,1,1,1
"55885",211,20160211,0.32,0.32,0.32,0,0.298,0.298,0.298,0,0,0,1,1,1,1,1,1,1,1,25,2,1,1,1,1,1,7,2,4,3,1,2,1,1,2,0,0,1,5,5,6,6,1,2,2,1,1,3,10,230,1,1,85,50,50,15,85,70,15,85,50,97,85,0,50,30,85,85,70,70,49,99,1,5,1,4,3,2,1,2,2,1,1,1,8,2,2,1,5,5,1,43,93,43,93,85,85,0,0,97,85,1,1,85,1,5,5,1,2,2,2,2,7,2,2,1,2,3,50,100,75,1,2,3,1,1,1,1,1,0,1,0,1,0,1,2,1,1,1,1,2,2,2,1,1,0,1,2,2,2,21,3,1,2,3,2,0,3,4,6,5,2,5,1,2,2,3,4,2,5,5,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,3,4703,"TN03",47,"TN",21,1,2,2,5,5,3,2,1,2,2,2,11,59,85,1,1,3,4,3,5,1,0,0,1,2,8,7,2,2,2,5,5,2,3,4,2,3,1,1,1,2,82,996,996,996,996,996,5,5,2,3,6,3,2,7,7,7,2,7,7,1,9,19,8,1,2,9,0,1,1,1,1,8,0,1,1,1,2,5,5,5,5,1,1,1,1,2,1,3,2,1,2,1,1,3,2,-9,3,7,4,1,-8,-9,1,2,2,2,8,1,2,2,3,3,1,3,5,3,5,5,2,2,1,2,1,1,1,2,-9,-9,2,-9,85,50,85,4,4,1,2,3,1,2,1,1,1,2
"55886",212,20160212,1.4,1.4,1.4,0,1.303,1.303,1.303,0,0,0,2,3,2,2,1,1,1,1,44,3,3,2,1,1,1,7,2,4,3,1,3,1,1,2,0,0,1,2,2,6,6,1,1,1,4,4,1,10,230,5,5,85,50,50,40,40,50,70,60,50,15,60,40,50,50,85,40,40,60,28,38,5,2,3,2,3,1,2,1,1,2,2,1,1,1,2,5,1,1,1,15,35,50,50,0,50,30,50,30,0,2,4,0,5,1,1,1,2,2,2,2,6,1,1,2,1,1,50,0,0,1,2,3,0,0,3,4,2,2,0,0,5,2,2,1,1,1,1,1,1,1,1,1,4,6,5,2,2,2,59,4,2,6,6,2,0,6,2,4,4,1,3,5,2,5,4,3,2,5,5,5,4,3,1,1,1,4,5,2,3,3,2,2,2,1,2,7,1307,"GA07",13,"GA",55,2,0,2,1,5,9,9,1,9,1,6,47,12,50,5,2,4,3,3,1,5,0,0,2,2,1,7,2,2,2,5,5,2,2,3,2,1,2,2,1,1,21,40,60,60,40,50,2,3,2,1,7,2,1,6,5,6,3,6,6,3,3,3,1,2,1,4,6,2,-9,3,2,1,4,5,5,3,5,3,4,2,5,2,2,3,2,3,2,2,2,2,3,1,2,2,1,-7,3,6,4,2,1,2,1,2,5,2,8,2,2,3,1,3,1,3,4,3,4,4,2,1,2,2,2,2,1,2,-9,-9,1,-9,60,50,85,4,4,4,4,2,1,2,1,1,1,1
"55887",213,20160213,0.333,0.333,0.333,0,0.313,0.313,0.313,0,0,0,1,2,2,2,1,1,1,1,76,7,5,2,1,1,1,7,2,4,4,2,3,5,3,2,0,0,4,5,5,6,7,1,1,3,6,6,1,50,998,0,0,70,85,85,40,85,85,0,70,85,97,97,0,85,15,85,70,0,97,49,99,1,5,1,4,3,2,1,2,2,1,1,1,1,2,2,1,5,5,1,49,99,35,85,97,70,0,0,97,85,1,1,97,1,1,1,1,2,2,2,2,7,2,2,1,1,3,0,100,75,1,2,3,1,1,1,1,1,1,1,1,3,1,2,2,1,2,2,2,5,3,2,1,7,1,1,1,1,1,6,2,1,3,3,2,0,2,4,6,3,2,5,1,3,5,2,5,1,1,2,1,2,3,1,1,1,2,1,1,2,1,1,1,3,1,1,2,1602,"ID02",16,"ID",55,2,0,2,5,5,9,9,1,9,2,6,40,7,70,1,1,5,5,1,5,1,0,0,1,2,3,1,1,1,2,5,5,1,5,5,1,3,1,1,1,1,21,85,15,15,85,0,4,4,1,3,6,3,2,7,7,7,1,7,5,1,4,3,2,1,2,9,0,1,1,1,1,10,0,2,1,1,2,5,5,5,5,1,1,3,1,3,1,4,2,1,2,1,1,2,1,2,3,7,4,1,2,5,1,2,1,3,10,-9,2,2,1,3,1,1,5,3,4,5,3,1,1,1,2,1,1,1,1,1,2,-9,60,30,40,3,3,3,1,3,-9,-9,1,1,1,2
"55888",214,20160214,0.709,0.709,0.709,0,0.66,0.66,0.66,0,0,0,1,1,2,2,1,1,1,1,68,6,4,1,1,1,1,7,2,4,2,2,4,1,1,2,0,0,1,1,0,6,7,1,1,1,6,6,1,10,166,5,5,97,70,50,70,15,30,85,97,70,15,70,60,70,15,40,30,60,85,38,28,5,2,3,2,3,1,2,1,1,1,2,1,1,2,2,1,1,5,1,0,50,64,17,0,30,0,97,15,0,2,4,0,5,1,1,1,2,2,2,1,7,1,1,1,2,3,50,100,0,1,2,3,0,0,3,4,2,2,0,0,5,9,1,1,1,1,1,1,1,1,2,1,7,5,5,2,2,2,76,6,3,6,6,2,0,4,3,3,6,1,3,5,2,1,5,1,3,5,5,3,3,5,1,1,5,3,3,1,2,1,3,1,1,1,3,3,2003,"KS03",20,"KS",55,2,0,2,1,5,9,9,1,9,1,6,52,10,97,5,1,2,3,4,1,1,0,0,2,2,1,2,1,2,1,8,1,4,2,1,3,1,3,1,1,1,21,50,100,100,50,70,1,2,1,1,7,1,2,7,8,8,8,8,8,2,2,2,1,2,1,3,6,2,-9,3,3,0,1,3,5,1,5,3,5,5,5,2,2,3,2,4,2,3,1,2,3,1,1,1,2,-9,3,7,-8,-8,1,1,2,4,6,2,9,1,2,1,1,3,3,3,5,1,5,4,3,1,1,1,1,1,1,2,-9,-9,2,-9,85,70,100,4,4,3,2,2,3,-9,1,1,1,1
"55889",215,20160215,2.602,2.602,2.602,0,2.445,2.445,2.445,0,0,0,3,5,2,2,2,2,2,2,21,1,1,2,1,1,1,7,2,3,4,2,1,1,1,2,0,0,4,5,5,5,5,5,2,2,1,1,4,10,998,5,5,50,85,60,70,40,60,50,70,85,60,85,70,85,85,85,50,85,60,65,45,5,2,3,2,3,2,1,1,1,2,2,2,2,1,2,5,5,5,5,60,60,60,40,70,50,50,70,85,60,1,1,70,5,5,5,5,1,9,5,6,5,2,2,3,1,2,25,50,75,1,1,2,0,0,0,7,0,0,0,0,0,1,1,1,1,1,1,1,1,1,2,1,2,4,0,2,2,2,44,4,2,4,5,2,1,6,2,4,5,2,5,1,2,2,3,1,2,1,1,3,3,1,5,4,5,4,5,2,3,2,3,3,1,1,3,22,622,"CA22",6,"CA",55,2,0,2,5,5,9,9,9,9,9,6,36,8,70,1,3,3,2,2,5,0,1,9,0,1,3,7,2,2,2,5,0,2,2,4,3,5,3,1,3,1,51,997,990,990,990,40,4,4,5,6,5,4,4,5,6,5,6,6,5,4,9,4,2,2,2,5,7,1,2,2,3,9,4,3,4,1,4,4,5,4,4,2,1,2,2,2,2,3,2,2,3,1,2,2,2,-7,3,5,1,1,1,2,1,2,7,7,6,-9,4,1,3,3,3,3,5,4,2,4,1,2,2,2,2,2,1,2,-9,-9,2,-9,85,70,85,3,6,5,5,2,1,1,1,2,2,1
"55890",216,20160216,0.212,0.212,0.212,0,0.197,0.197,0.197,0,0,0,3,1,2,2,2,2,1,1,67,6,4,2,1,1,1,7,2,3,3,1,2,5,3,2,0,0,1,1,0,4,4,1,1,3,7,9,1,50,10,0,0,70,97,97,60,60,40,60,70,97,60,70,60,97,40,30,70,60,30,60,50,2,5,1,3,1,2,1,2,1,2,2,2,1,2,2,5,1,5,1,0,50,0,50,0,0,0,0,60,15,0,0,0,5,5,5,5,1,1,1,3,3,1,1,1,2,2,50,50,0,1,2,3,0,0,3,4,1,2,0,0,4,9,2,1,1,1,1,1,1,1,1,5,9,5,1,2,2,2,59,9,0,3,6,2,0,6,2,3,5,1,3,5,1,1,5,4,4,5,5,5,5,5,1,1,5,3,3,3,4,2,1,2,2,1,2,1,3701,"NC01",37,"NC",55,2,0,2,1,1,9,9,1,9,1,5,22,35,70,4,1,2,4,1,1,5,0,1,2,1,1,3,1,1,1,5,0,2,2,2,5,1,1,2,2,1,21,50,70,70,50,60,2,8,8,8,8,8,1,8,8,8,8,8,1,1,9,4,2,1,2,5,5,2,-9,2,2,1,0,2,5,1,3,5,5,3,1,-8,-8,3,2,2,2,4,1,2,3,1,1,2,1,-7,3,7,-8,-8,1,1,1,3,5,-8,-8,1,2,2,3,1,1,3,5,5,1,1,2,1,1,1,4,2,1,2,-9,-9,2,-9,50,50,85,4,4,3,2,3,-9,-9,1,1,1,2
"55891",217,20160217,2.807,2.807,2.807,0,2.614,2.614,2.614,0,0,0,3,2,2,2,1,1,1,1,68,6,4,2,1,1,1,7,2,2,2,2,4,5,3,2,0,0,2,3,3,3,3,1,1,1,4,4,1,50,400,0,0,60,50,50,50,30,15,85,85,50,15,85,85,50,70,50,15,60,40,50,15,7,1,3,4,3,1,2,1,1,2,2,1,2,1,1,5,1,1,1,43,8,50,15,0,15,85,85,0,15,2,4,0,5,1,1,5,2,2,2,2,6,1,2,2,2,3,100,100,25,2,2,3,2,2,2,2,0,2,0,4,3,2,2,1,1,1,1,1,1,1,2,1,3,9,7,2,2,2,84,6,3,7,7,2,0,6,2,4,9,1,3,5,2,2,4,1,3,5,5,3,3,3,5,5,1,4,5,2,3,2,2,2,1,2,3,6,5506,"WI06",55,"WI",55,2,0,2,1,8,9,9,9,9,9,6,25,38,70,5,1,5,2,3,5,1,0,0,2,1,1,2,1,2,1,5,0,2,1,3,4,1,2,1,2,1,21,0,100,100,0,15,1,3,3,1,7,2,1,4,5,4,4,5,5,3,4,5,1,2,1,1,9,1,2,3,3,0,9,5,5,3,5,2,2,3,2,2,2,3,2,4,2,3,1,2,3,1,2,2,2,-7,1,1,4,2,1,2,2,3,9,1,9,-9,2,2,1,1,1,3,5,4,4,5,1,2,2,2,1,1,1,2,-9,-9,1,-9,40,70,85,2,4,2,3,2,-9,-9,1,2,1,1
"55892",218,20160218,1.104,1.104,1.104,0,1.028,1.028,1.028,0,0,0,1,1,1,1,1,1,1,1,35,3,2,2,3,4,3,7,2,4,1,2,4,1,1,2,0,0,4,5,5,6,7,5,2,5,4,4,1,10,998,5,5,50,50,40,60,50,85,40,60,50,85,50,0,50,50,97,50,0,97,43,93,1,5,1,4,3,1,1,1,2,1,1,1,1,2,2,1,5,5,1,43,93,45,55,85,50,0,40,97,50,1,1,85,1,1,5,1,2,2,2,2,7,1,2,3,2,3,75,100,25,1,2,3,1,1,1,1,1,1,1,1,0,1,2,1,1,1,2,2,3,1,2,1,2,1,1,1,2,1,26,1,1,4,3,2,0,1,4,6,3,2,5,1,3,5,2,5,1,8,7,3,3,3,1,1,1,9,9,1,2,2,1,1,2,1,1,7,3607,"NY07",36,"NY",55,2,0,2,1,5,9,9,1,9,1,5,9,19,70,2,1,4,4,2,1,1,0,0,1,1,3,7,2,2,2,5,0,1,4,5,2,1,1,2,1,1,12,70,50,70,50,997,2,5,3,4,6,4,2,7,7,7,1,7,6,1,7,2,2,1,2,9,3,1,1,1,2,8,0,1,2,1,4,5,5,4,5,1,1,2,1,2,1,4,1,1,2,1,1,2,2,-9,3,7,4,2,2,5,1,1,2,2,7,-9,2,3,1,3,1,1,4,3,4,4,2,1,1,2,2,2,1,2,1,1,1,-9,50,50,50,2,2,2,1,3,1,2,1,1,1,1
"55893",219,20160219,1.089,1.089,1.089,0,1.023,1.023,1.023,0,0,0,1,2,2,2,1,1,1,1,61,5,4,1,1,1,1,7,2,3,4,2,4,1,1,2,0,0,4,5,5,5,5,1,1,1,6,6,1,10,998,5,5,50,60,70,70,30,40,70,85,85,30,60,70,85,40,50,50,70,50,50,30,6,1,3,3,2,1,2,1,1,1,2,2,2,1,1,5,1,1,1,43,23,60,40,15,50,70,70,40,30,2,4,15,5,1,1,5,2,2,2,2,6,1,1,2,2,3,100,100,0,2,2,3,2,2,2,2,2,2,4,4,3,2,1,1,1,1,1,1,1,1,2,1,1,9,5,2,2,2,64,9,0,5,5,1,0,6,4,3,6,2,5,5,2,2,3,2,3,5,5,5,4,1,1,1,5,3,3,2,3,2,2,1,1,1,3,4,404,"AZ04",4,"AZ",55,2,0,2,1,5,9,9,1,9,1,6,52,24,60,5,1,2,4,4,5,1,0,0,2,2,3,2,1,2,1,5,0,2,4,2,4,1,2,2,1,1,21,40,60,60,40,60,1,4,3,3,6,2,2,6,4,6,4,6,5,2,1,4,1,2,1,5,8,1,2,3,2,5,8,4,4,3,5,2,3,2,3,2,2,2,3,3,2,3,1,3,4,1,2,3,1,-9,1,2,3,2,1,1,2,1,7,3,6,-9,2,3,3,3,3,3,4,3,3,4,2,2,2,2,2,2,1,2,-9,-9,1,-9,40,50,60,3,4,2,2,2,1,2,1,2,1,1
"55894",220,20160220,0.413,0.413,0.413,0,0.385,0.385,0.385,0,0,0,1,2,2,2,1,1,1,1,25,2,1,1,1,1,1,7,2,4,3,1,2,8,5,2,0,0,4,5,5,6,6,1,2,2,0,9,4,80,998,0,0,98,85,50,15,85,85,60,40,85,60,85,15,85,0,97,85,15,97,38,73,2,5,1,3,3,1,1,1,1,1,1,1,1,2,2,1,5,5,1,25,75,25,75,50,50,0,0,70,70,1,2,50,1,1,1,1,2,2,2,4,7,1,1,1,2,2,50,50,0,1,2,3,1,1,1,1,1,1,1,1,4,1,2,2,2,1,1,2,4,3,2,1,7,1,1,1,2,1,36,2,1,1,1,2,0,1,4,6,1,2,5,1,3,5,2,5,1,1,1,1,2,8,1,1,1,1,1,3,4,3,1,1,3,1,1,7,1207,"FL07",12,"FL",21,1,2,2,8,5,3,2,1,2,1,4,50,22,98,2,1,5,5,1,1,5,0,0,1,1,1,7,2,2,2,1,0,1,5,5,1,3,1,1,1,1,21,70,0,0,70,997,9,4,5,3,4,5,4,7,7,7,2,7,7,1,5,3,2,1,2,6,1,1,1,1,2,6,0,3,5,1,5,5,5,5,5,2,1,2,1,4,2,4,2,1,2,1,1,-8,1,-9,3,7,4,2,2,5,1,1,1,5,10,-9,3,4,1,3,1,3,5,2,2,3,4,1,1,1,3,2,1,2,1,1,1,-9,-8,-8,-8,4,4,4,4,3,-9,-9,1,1,1,2
